"Product_Collection","Vertical_Segment","Processor_Number","Status","Launch_Date","Lithography(nm)","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency(MHz)","Cache_Size(MB)","Type_Of_Cache","TDP(Watts)","Max_Memory_Size(GB)","Max_Memory_Bandwidth(GB/s)","Graphics_Base_Frequency(MHz)","Graphics_Max_Dynamic_Frequency(MHz)","Instruction_Set","Recommended_Customer_Price(USD)"
"Legacy Intel® Core™ Processors","Desktop","i5-3340S","End of Life",2013,22,4,4,2800,6,"SmartCache",65,32,25.6,650,1050,"64-bit",184.5
"Legacy Intel® Core™ Processors","Mobile","i5-3340M","Launched",2013,22,2,4,2700,3,"SmartCache",35,32,25.6,650,1250,"64-bit",226
"Legacy Intel® Core™ Processors","Desktop","i5-3350P","End of Life",2012,22,4,4,3100,6,"SmartCache",69,32.23,25.6,350,1050,"64-bit",177
"Legacy Intel® Core™ Processors","Mobile","i5-3360M","Launched",2012,22,2,4,2800,3,"SmartCache",35,32,25.6,650,1200,"64-bit",267.5
"Legacy Intel® Core™ Processors","Mobile","i5-3427U","Launched",2012,22,2,4,1800,3,"SmartCache",17,32,25.6,350,1150,"64-bit",225
"Legacy Intel® Core™ Processors","Mobile","i5-3380M","Launched",2013,22,2,4,2900,3,"SmartCache",35,32,25.6,650,1250,"64-bit",267.5
"Legacy Intel® Core™ Processors","Mobile","i5-3437U","Launched",2013,22,2,4,1900,3,"SmartCache",17,32,25.6,650,1200,"64-bit",195
"Legacy Intel® Core™ Processors","Mobile","i5-3439Y","Launched",2013,22,2,4,1500,3,"Original",13,32,25.6,350,850,"64-bit",195
"Legacy Intel® Core™ Processors","Desktop","i5-3450","End of Life",2012,22,4,4,3100,6,"SmartCache",77,32,25.6,650,1100,"64-bit",195
"Legacy Intel® Core™ Processors","Desktop","i5-3450S","End of Life",2012,22,4,4,2800,6,"SmartCache",65,32,25.6,650,1100,"64-bit",189.5
"Legacy Intel® Core™ Processors","Desktop","i5-3470","Launched",2012,22,4,4,3200,6,"SmartCache",77,32,25.6,650,1100,"64-bit",189.5
"Legacy Intel® Core™ Processors","Desktop","i5-3470S","End of Life",2012,22,4,4,2900,6,"SmartCache",65,32,25.6,650,1100,"64-bit",184
"Legacy Intel® Core™ Processors","Desktop","i5-3470T","End of Life",2012,22,2,4,2900,3,"SmartCache",35,32,25.6,650,1100,"64-bit",184
"Legacy Intel® Core™ Processors","Desktop","i5-3475S","End of Life",2012,22,4,4,2900,6,"SmartCache",65,32,25.6,650,1100,"64-bit",201
"Legacy Intel® Core™ Processors","Desktop","i5-3550","End of Life",2012,22,4,4,3300,6,"SmartCache",77,32,25.6,650,1150,"64-bit",209
"Legacy Intel® Core™ Processors","Desktop","i5-3550S","Launched",2012,22,4,4,3000,6,"SmartCache",65,32,25.6,650,1150,"64-bit",197
"Legacy Intel® Core™ Processors","Desktop","i5-3570","End of Life",2012,22,4,4,3400,6,"SmartCache",77,32,25.6,650,1150,"64-bit",213
"Legacy Intel® Core™ Processors","Desktop","i5-3570K","End of Life",2012,22,4,4,3400,6,"SmartCache",77,32,25.6,650,1150,"64-bit",230
"Legacy Intel® Core™ Processors","Desktop","i5-3570T","End of Life",2012,22,4,4,2300,6,"SmartCache",45,32,25.6,650,1150,"64-bit",205
"Legacy Intel® Core™ Processors","Desktop","i5-3570S","End of Life",2012,22,4,4,3100,6,"SmartCache",65,32,25.6,650,1150,"64-bit",205
"Legacy Intel® Core™ Processors","Embedded","i5-3610ME","Launched",2012,22,2,4,2700,3,"SmartCache",35,16,25.6,650,950,"64-bit",235
"Legacy Intel® Core™ Processors","Mobile","i7-3517U","Launched",2012,22,2,4,1900,4,"SmartCache",17,32,25.6,350,1150,"64-bit",346
"Legacy Intel® Core™ Processors","Mobile","i7-3520M","Launched",2012,22,2,4,2900,4,"SmartCache",35,32,25.6,650,1250,"64-bit",346
"Legacy Intel® Core™ Processors","Embedded","i7-3517UE","Launched",2012,22,2,4,1700,4,"SmartCache",17,16,25.6,350,1000,"64-bit",280
"Legacy Intel® Core™ Processors","Mobile","i7-3537U","Launched",2013,22,2,4,2000,4,"SmartCache",17,32,25.6,350,1200,"64-bit",346
"Legacy Intel® Core™ Processors","Mobile","i7-3540M","Launched",2013,22,2,4,3000,4,"SmartCache",35,32,25.6,650,1300,"64-bit",346
"Legacy Intel® Core™ Processors","Embedded","i7-3555LE","Launched",2012,22,2,4,2500,4,"SmartCache",25,16,25.6,550,1000,"64-bit",306
"Legacy Intel® Core™ Processors","Embedded","i7-3610QE","Launched",2012,22,4,8,2300,6,"SmartCache",45,32.23,25.6,650,1000,"64-bit",335
"Legacy Intel® Core™ Processors","Mobile","i7-3610QM","Launched",2012,22,4,8,2300,6,"SmartCache",45,32,25.6,650,1100,"64-bit",378
"Legacy Intel® Core™ Processors","Mobile","i7-3612QM","Launched",2012,22,4,8,2100,6,"SmartCache",35,32,25.6,650,1100,"64-bit",378
"Legacy Intel® Core™ Processors","Embedded","i7-3612QE","Launched",2012,22,4,8,2100,6,"SmartCache",35,16.11,25.6,650,1000,"64-bit",363
"Legacy Intel® Core™ Processors","Mobile","i7-3612QM","Launched",2012,22,4,8,2100,6,"SmartCache",35,32,25.6,650,1100,"64-bit",378
"Legacy Intel® Core™ Processors","Embedded","i7-3615QE","Launched",2012,22,4,8,2300,6,"SmartCache",45,16.11,25.6,650,1000,"64-bit",335
"Legacy Intel® Core™ Processors","Mobile","i7-3615QM","Launched",2012,22,4,8,2300,6,"SmartCache",45,32,25.6,650,1200,"64-bit",378
"Legacy Intel® Core™ Processors","Mobile","i7-3630QM","Launched",2012,22,4,8,2400,6,"SmartCache",45,32,25.6,650,1150,"64-bit",378
"Legacy Intel® Core™ Processors","Mobile","i7-3632QM","Launched",2012,22,4,8,2200,6,"SmartCache",35,32,25.6,650,1150,"64-bit",378
"Legacy Intel® Core™ Processors","Mobile","i7-3632QM","Launched",2012,22,4,8,2200,6,"SmartCache",35,32,25.6,650,1150,"64-bit",346
"Legacy Intel® Core™ Processors","Mobile","i7-3635QM","Launched",2012,22,4,8,2400,6,"SmartCache",45,32,25.6,650,1200,"64-bit",346
"Legacy Intel® Core™ Processors","Mobile","i7-3667U","Launched",2012,22,2,4,2000,4,"SmartCache",17,32,25.6,350,1150,"64-bit",346
"Legacy Intel® Core™ Processors","Mobile","i7-3687U","Launched",2013,22,2,4,2100,4,"SmartCache",17,32,25.6,350,1200,"64-bit",346
"Legacy Intel® Core™ Processors","Mobile","i7-3689Y","Launched",2013,22,2,4,1500,4,"Original",13,32,25.6,350,850,"64-bit",378
"Legacy Intel® Core™ Processors","Mobile","i7-3720QM","Launched",2012,22,4,8,2600,6,"SmartCache",45,32,25.6,650,1250,"64-bit",378
"Legacy Intel® Core™ Processors","Desktop","i7-3770","End of Life",2012,22,4,8,3400,8,"SmartCache",77,32,25.6,650,1150,"64-bit",288.5
"Legacy Intel® Core™ Processors","Mobile","i7-3740QM","Launched",2012,22,4,8,2700,6,"SmartCache",45,32,25.6,650,1300,"64-bit",379
"Legacy Intel® Core™ Processors","Desktop","i7-3770K","End of Life",2012,22,4,8,3500,8,"SmartCache",77,32,25.6,650,1150,"64-bit",337
"Legacy Intel® Core™ Processors","Desktop","i7-3770S","End of Life",2012,22,4,8,3100,8,"SmartCache",65,32,25.6,650,1150,"64-bit",299.5
"Legacy Intel® Core™ Processors","Desktop","i7-3770T","End of Life",2012,22,4,8,2500,8,"SmartCache",45,32,25.6,650,1150,"64-bit",294
"Legacy Intel® Core™ Processors","Mobile","i7-3820QM","Launched",2012,22,4,8,2700,8,"SmartCache",45,32,25.6,650,1250,"64-bit",568
"Legacy Intel® Core™ Processors","Mobile","i7-3840QM","Launched",2012,22,4,8,2800,8,"SmartCache",45,32,25.6,650,1300,"64-bit",568
"Legacy Intel® Core™ Processors","Desktop","QX6700","End of Interactive Support",2006,65,4,8,2660,8,"L2",130,32,25.6,350,1050,"64-bit",990
"Legacy Intel® Core™ Processors","Desktop","QX6800","End of Interactive Support",2007,65,4,8,2930,8,"L2",130,32,25.6,350,1050,"64-bit",990
"Legacy Intel® Core™ Processors","Desktop","QX6850","End of Interactive Support",2007,65,4,8,3000,8,"L2",130,32,25.6,350,1050,"64-bit",990
"Legacy Intel® Core™ Processors","Mobile","QX9300","End of Interactive Support",2008,45,4,8,2530,12,"L2",45,32,25.6,350,1050,"64-bit",990
"Legacy Intel® Core™ Processors","Desktop","QX9650","End of Interactive Support",2007,45,4,8,3000,12,"L2",130,32,25.6,350,1050,"64-bit",990
"Legacy Intel® Core™ Processors","Desktop","QX9770","End of Interactive Support",2008,45,4,8,3200,12,"L2",136,32,25.6,350,1050,"64-bit",990
"Legacy Intel® Core™ Processors","Desktop","QX9775","End of Interactive Support",2008,45,4,8,3200,12,"L2",150,32,25.6,350,1050,"64-bit",990
"Legacy Intel® Core™ Processors","Desktop","X6800","End of Interactive Support",2006,65,2,4,2930,4,"L2",75,32,25.6,350,1050,"64-bit",990
"Legacy Intel® Core™ Processors","Mobile","X7800","End of Interactive Support",2007,65,2,4,2600,4,"L2",44,32,25.6,350,1050,"64-bit",990
"Legacy Intel® Core™ Processors","Mobile","X7900","End of Interactive Support",2007,65,2,4,2800,4,"L2",44,32,25.6,350,1050,"64-bit",990
"Legacy Intel® Core™ Processors","Mobile","X9000","End of Interactive Support",2008,45,2,4,2800,6,"L2",44,32,25.6,350,1050,"64-bit",990
"Legacy Intel® Core™ Processors","Mobile","X9100","End of Interactive Support",2008,45,2,4,3060,6,"L2",44,32,25.6,350,1050,"64-bit",990
"Legacy Intel® Core™ Processors","Mobile","i7-920XM","End of Interactive Support",2009,45,4,8,2000,8,"SmartCache",55,8,21,350,1050,"64-bit",990
"Legacy Intel® Core™ Processors","Mobile","i7-940XM","End of Interactive Support",2010,45,4,8,2130,8,"SmartCache",55,8,21,350,1050,"64-bit",990
"Legacy Intel® Core™ Processors","Desktop","i7-965","End of Interactive Support",2008,45,4,8,3200,8,"SmartCache",130,24,25.6,350,1050,"64-bit",990
"Legacy Intel® Core™ Processors","Desktop","i7-975","End of Interactive Support",2009,45,4,8,3330,8,"SmartCache",130,24,25.6,350,1050,"64-bit",1059
"Legacy Intel® Core™ Processors","Desktop","i7-980X","End of Interactive Support",2010,32,6,12,3330,12,"SmartCache",130,24,25.6,350,1050,"64-bit",1059
"Legacy Intel® Core™ Processors","Desktop","i7-990X","End of Interactive Support",2011,32,6,12,3460,12,"SmartCache",130,24,25.6,350,1050,"64-bit",1059
"Legacy Intel® Core™ Processors","Mobile","i7-2920XM","Launched",2011,32,4,8,2500,8,"SmartCache",55,32,25.6,650,1300,"64-bit",1059
"Intel® Pentium® Processor D Series","Server","D1508","Launched",2015,14,2,4,2200,3,"Original",25,128,25.6,350,1050,"64-bit",129
"Intel® Pentium® Processor D Series","Server","D1509","Launched",2015,14,2,2,1500,3,"Original",19,128,25.6,350,1050,"64-bit",156
"Intel® Pentium® Processor D Series","Server","D1517","Launched",2015,14,4,8,1600,6,"Original",25,128,25.6,350,1050,"64-bit",194
"Intel® Pentium® Processor D Series","Server","D1519","Launched",2016,14,4,8,1500,6,"Original",25,128,25.6,350,1050,"64-bit",200
"Intel® Pentium® Processor G Series","Desktop","G2020","End of Life",2013,22,2,2,2900,3,"SmartCache",55,32,21,650,1050,"64-bit",64
"Intel® Pentium® Processor G Series","Desktop","G2030","Launched",2013,22,2,2,3000,3,"SmartCache",55,32,21,650,1050,"64-bit",64
"Intel® Pentium® Processor G Series","Desktop","G2020T","Launched",2013,22,2,2,2500,3,"SmartCache",35,32,21,650,1050,"64-bit",64
"Intel® Pentium® Processor G Series","Desktop","G2030T","Launched",2013,22,2,2,2600,3,"SmartCache",35,32,21,650,1050,"64-bit",64
"Intel® Pentium® Processor G Series","Desktop","G2100T","End of Life",2012,22,2,2,2600,3,"SmartCache",35,32,25.6,650,1050,"64-bit",73.5
"Intel® Pentium® Processor G Series","Desktop","G2120","Launched",2012,22,2,2,3100,3,"SmartCache",55,32,25.6,650,1050,"64-bit",73.5
"Intel® Pentium® Processor G Series","Desktop","G2120T","End of Life",2013,22,2,2,2700,3,"SmartCache",35,32,25.6,650,1050,"64-bit",78.5
"Intel® Pentium® Processor G Series","Desktop","G2130","Launched",2013,22,2,2,3200,3,"SmartCache",55,32,25.6,650,1050,"64-bit",78.5
"Intel® Pentium® Processor G Series","Desktop","G2140","End of Life",2013,22,2,2,3300,3,"SmartCache",55,32,25.6,650,1050,"64-bit",93
"Intel® Pentium® Processor G Series","Embedded","G4400TE","Launched",2015,14,2,2,2400,3,"SmartCache",35,64,34.1,350,950,"64-bit",64
"Intel® Pentium® Processor G Series","Desktop","G4400T","Launched",2015,14,2,2,2900,3,"SmartCache",35,64,34.1,350,950,"64-bit",64
"Intel® Pentium® Processor G Series","Desktop","G4400","Launched",2015,14,2,2,3300,3,"SmartCache",54,64,34.1,350,1000,"64-bit",64
"Intel® Pentium® Processor G Series","Desktop","G4560","Launched",2017,14,2,4,3500,3,"Original",54,64,25.6,350,1050,"64-bit",64
"Intel® Pentium® Processor G Series","Desktop","G4520","Launched",2015,14,2,2,3600,3,"SmartCache",51,64,34.1,350,1050,"64-bit",89.5
"Intel® Pentium® Processor G Series","Desktop","G4500","Launched",2015,14,2,2,3500,3,"SmartCache",51,64,34.1,350,1050,"64-bit",78.5
"Intel® Pentium® Processor G Series","Desktop","G4500T","Launched",2015,14,2,2,3000,3,"SmartCache",35,64,34.1,350,950,"64-bit",75
"Intel® Pentium® Processor G Series","Desktop","G4560T","Launched",2017,14,2,4,2900,3,"Original",35,64,25.6,350,1050,"64-bit",64
"Intel® Pentium® Processor G Series","Desktop","G4620","Launched",2017,14,2,4,3700,3,"Original",51,64,25.6,350,1100,"64-bit",89.5
"Intel® Pentium® Processor G Series","Desktop","G4600","Launched",2017,14,2,4,3600,3,"Original",51,64,25.6,350,1100,"64-bit",78.5
"Intel® Pentium® Processor G Series","Desktop","G4600T","Launched",2017,14,2,4,3000,3,"Original",35,64,25.6,350,1050,"64-bit",75
"Intel® Pentium® Processor G Series","Desktop","G3220","End of Life",2013,22,2,2,3000,3,"SmartCache",53,32,21.3,350,1100,"64-bit",59
"Intel® Pentium® Processor G Series","Desktop","G3240","End of Life",2014,22,2,2,3100,3,"SmartCache",53,32,21.3,350,1100,"64-bit",59
"Intel® Pentium® Processor G Series","Desktop","G3220T","End of Life",2013,22,2,2,2600,3,"SmartCache",35,32,21.3,200,1100,"64-bit",64
"Intel® Pentium® Processor G Series","Desktop","G3240T","End of Life",2014,22,2,2,2700,3,"SmartCache",35,32,21.3,200,1100,"64-bit",64
"Intel® Pentium® Processor G Series","Desktop","G3250","End of Life",2014,22,2,2,3200,3,"SmartCache",53,32,21.3,350,1100,"64-bit",57
"Intel® Pentium® Processor G Series","Desktop","G3258","End of Life",2014,22,2,2,3200,3,"Original",53,32,21.3,350,1100,"64-bit",72
"Intel® Pentium® Processor G Series","Desktop","G3260","End of Life",2015,22,2,2,3300,3,"Original",53,32,21.3,350,1100,"64-bit",64
"Intel® Pentium® Processor G Series","Desktop","G3250T","End of Life",2014,22,2,2,2800,3,"SmartCache",35,32,21.3,200,1100,"64-bit",64
"Intel® Pentium® Processor G Series","Desktop","G3260T","End of Life",2015,22,2,2,2900,3,"Original",35,32,21.3,200,1100,"64-bit",64
"Intel® Pentium® Processor G Series","Embedded","G3320TE","Launched",2013,22,2,2,2300,3,"SmartCache",35,32,21.3,350,1000,"64-bit",70
"Intel® Pentium® Processor G Series","Desktop","G3420","Launched",2013,22,2,2,3200,3,"SmartCache",53,32,25.6,350,1150,"64-bit",78.5
"Intel® Pentium® Processor G Series","Desktop","G3420T","End of Life",2013,22,2,2,2700,3,"SmartCache",35,32,25.6,200,1100,"64-bit",75
"Intel® Pentium® Processor G Series","Desktop","G3430","End of Life",2013,22,2,2,3300,3,"SmartCache",53,32,25.6,350,1100,"64-bit",89.5
"Intel® Pentium® Processor G Series","Desktop","G3440","End of Life",2014,22,2,2,3300,3,"SmartCache",53,32,25.6,350,1100,"64-bit",78.5
"Intel® Pentium® Processor G Series","Desktop","G3440T","End of Life",2014,22,2,2,2800,3,"SmartCache",35,32,25.6,200,1100,"64-bit",75
"Intel® Pentium® Processor G Series","Desktop","G3450","End of Life",2014,22,2,2,3400,3,"SmartCache",53,32,25.6,350,1100,"64-bit",78.5
"Intel® Pentium® Processor G Series","Desktop","G3450T","End of Life",2014,22,2,2,2900,3,"SmartCache",35,32,25.6,200,1100,"64-bit",75
"Intel® Pentium® Processor G Series","Desktop","G3460","End of Life",2014,22,2,2,3500,3,"SmartCache",53,32,25.6,350,1100,"64-bit",78.5
"Intel® Pentium® Processor G Series","Desktop","G3460T","End of Life",2015,22,2,2,3000,3,"Original",35,32,25.6,200,1100,"64-bit",75
"Intel® Pentium® Processor G Series","Desktop","G3470","End of Life",2015,22,2,2,3600,3,"Original",53,32,25.6,350,1100,"64-bit",86
"Intel® Celeron® Processor 2000 Series","Embedded","2002E","Launched",2014,22,2,2,1500,2,"SmartCache",25,32,25.6,400,900,"64-bit",86
"Intel® Celeron® Processor 2000 Series","Mobile","2950M","Launched",2013,22,2,2,2000,2,"SmartCache",37,32,25.6,400,1100,"64-bit",75
"Intel® Celeron® Processor 2000 Series","Mobile","2955U","Launched",2013,22,2,2,1400,2,"SmartCache",15,16,25.6,200,1000,"64-bit",107
"Intel® Celeron® Processor 2000 Series","Mobile","2957U","Launched",2013,22,2,2,1400,2,"SmartCache",15,16,25.6,200,1000,"64-bit",107
"Intel® Celeron® Processor 2000 Series","Mobile","2970M","Launched",2014,22,2,2,2200,2,"SmartCache",37,32,25.6,400,1100,"64-bit",75
"Intel® Celeron® Processor 2000 Series","Mobile","2961Y","Launched",2013,22,2,2,1100,2,"SmartCache",11.5,16,25.6,200,850,"64-bit",107
"Intel® Celeron® Processor 2000 Series","Mobile","2980U","Launched",2013,22,2,2,1600,2,"SmartCache",15,16,25.6,200,1000,"64-bit",107
"Intel® Celeron® Processor 2000 Series","Mobile","2981U","Launched",2013,22,2,2,1600,2,"SmartCache",15,16,25.6,200,1000,"64-bit",107
"Intel® Celeron® Processor 1000 Series","Mobile","1005M","Launched",2013,22,2,2,1900,2,"Original",35,32,25.6,650,1000,"64-bit",75
"Intel® Celeron® Processor 1000 Series","Mobile","1007U","Launched",2013,22,2,2,1500,2,"SmartCache",17,32,25.6,350,1000,"64-bit",75
"Intel® Celeron® Processor 1000 Series","Mobile","1017U","Launched",2013,22,2,2,1600,2,"Original",17,32,25.6,350,1000,"64-bit",75
"Intel® Celeron® Processor 1000 Series","Mobile","1019Y","Launched",2013,22,2,2,1000,2,"Original",10,32,25.6,350,800,"64-bit",76
"Intel® Celeron® Processor 1000 Series","Embedded","1020E","Launched",2013,22,2,2,2200,2,"SmartCache",35,16,25.6,650,1000,"64-bit",76
"Intel® Celeron® Processor 1000 Series","Mobile","1020M","Launched",2013,22,2,2,2100,2,"SmartCache",35,32,25.6,650,1000,"64-bit",75
"Intel® Celeron® Processor 1000 Series","Mobile","1037U","Launched",2013,22,2,2,1800,2,"SmartCache",17,32,25.6,350,1000,"64-bit",119
"Intel® Celeron® Processor 1000 Series","Embedded","1047UE","Launched",2013,22,2,2,1400,2,"SmartCache",17,16,25.6,350,900,"64-bit",119
"Legacy Intel® Celeron® Processor","Desktop","360","End of Interactive Support",2006,65,1,2,3460,0.5,"L2",65,32,25.6,350,1050,"64-bit",42
"Legacy Intel® Celeron® Processor","Desktop","356","End of Interactive Support",2006,65,1,2,3330,0.5,"L2",86,32,25.6,350,1050,"64-bit",42
"Legacy Intel® Celeron® Processor","Desktop","355","End of Interactive Support",2005,90,1,2,3330,0.25,"L2",84,32,25.6,350,1050,"64-bit",42
"Legacy Intel® Celeron® Processor","Desktop","352","End of Interactive Support",2006,65,1,2,3200,0.5,"L2",86,32,25.6,350,1050,"64-bit",42
"Legacy Intel® Celeron® Processor","Desktop","351","End of Interactive Support",2005,90,1,2,3200,0.25,"L2",84,32,25.6,350,1050,"64-bit",42
"Legacy Intel® Celeron® Processor","Desktop","350J","End of Interactive Support",2005,90,1,2,3200,0.25,"L2",73,32,25.6,350,1050,"32-bit",42
"Legacy Intel® Celeron® Processor","Desktop","350","End of Interactive Support",2005,90,1,2,3200,0.25,"L2",73,32,25.6,350,1050,"32-bit",42
"Legacy Intel® Celeron® Processor","Desktop","347","End of Interactive Support",2006,65,1,2,3060,0.5,"L2",86,32,25.6,350,1050,"64-bit",42
"Legacy Intel® Celeron® Processor","Desktop","345J","End of Interactive Support",2004,90,1,2,3060,0.25,"L2",84,32,25.6,350,1050,"32-bit",42
"Legacy Intel® Celeron® Processor","Desktop","345","End of Interactive Support",2004,90,1,2,3060,0.25,"L2",73,32,25.6,350,1050,"32-bit",42
"Legacy Intel® Celeron® Processor","Desktop","341","End of Interactive Support",2004,90,1,2,2930,0.25,"L2",84,32,25.6,350,1050,"64-bit",42
"Legacy Intel® Celeron® Processor","Desktop","340J","End of Interactive Support",2004,90,1,2,2930,0.25,"L2",84,32,25.6,350,1050,"32-bit",42
"Legacy Intel® Celeron® Processor","Desktop","340","End of Interactive Support",2004,90,1,2,2930,0.25,"L2",73,32,25.6,350,1050,"32-bit",42
"Legacy Intel® Celeron® Processor","Desktop","335J","End of Interactive Support",2004,90,1,2,2800,0.25,"L2",84,32,25.6,350,1050,"32-bit",42
"Legacy Intel® Celeron® Processor","Desktop","335","End of Interactive Support",2004,90,1,2,2800,0.25,"L2",73,32,25.6,350,1050,"32-bit",42
"Legacy Intel® Celeron® Processor","Desktop","335","End of Interactive Support",2004,90,1,2,2800,0.25,"L2",73,32,25.6,350,1050,"32-bit",42
"Legacy Intel® Celeron® Processor","Mobile","373","End of Interactive Support",2004,90,1,2,1000,0.5,"L2",5.5,32,25.6,350,1050,"32-bit",42
"Legacy Intel® Celeron® Processor","Mobile","807","Launched",2012,32,1,2,1500,1.5,"L3",17,16,21.3,350,950,"64-bit",42
"Legacy Intel® Celeron® Processor","Mobile","B800","Launched",2011,32,2,2,1500,2,"L3",35,16,21.3,650,1000,"64-bit",42
"Legacy Intel® Celeron® Processor","Desktop","G530","End of Life",2011,32,2,2,2400,2,"SmartCache",65,32,17,850,1000,"64-bit",42
"Legacy Intel® Celeron® Processor","Desktop","330J","End of Interactive Support",2004,90,1,2,2660,0.25,"L2",84,32,25.6,350,1050,"32-bit",98
"Legacy Intel® Celeron® Processor","Embedded","807UE","Launched",2011,32,1,1,1000,1,"SmartCache",10,4.88,25.6,350,800,"64-bit",98
"Legacy Intel® Celeron® Processor","Mobile","B810","Launched",2011,32,2,2,1600,2,"SmartCache",35,16.6,21.3,650,950,"64-bit",72
"Legacy Intel® Celeron® Processor","Desktop","G530T","End of Life",2011,32,2,2,2000,2,"SmartCache",35,32,17,650,1000,"64-bit",89
"Legacy Intel® Celeron® Processor","Desktop","330","End of Interactive Support",2004,90,1,2,2660,0.25,"L2",73,32,25.6,350,1050,"32-bit",89
"Legacy Intel® Celeron® Processor","Embedded","827E","Launched",2011,32,1,1,1400,1.5,"SmartCache",17,16.6,21.3,350,800,"64-bit",89
"Legacy Intel® Celeron® Processor","Embedded","B810E","Launched",2011,32,2,2,1600,2,"SmartCache",35,16.6,21.3,650,1000,"64-bit",72
"Legacy Intel® Celeron® Processor","Desktop","G540","Launched",2011,32,2,2,2500,2,"SmartCache",65,32,17,850,1000,"64-bit",41
"Legacy Intel® Celeron® Processor","Desktop","330","End of Interactive Support",2004,90,1,2,2660,0.25,"L2",73,32,25.6,350,1050,"32-bit",134
"Legacy Intel® Celeron® Processor","Mobile","B815","Launched",2012,32,2,2,1600,2,"L3",35,16,21.3,650,1050,"64-bit",134
"Legacy Intel® Celeron® Processor","Mobile","847","Launched",2011,32,2,4,1100,2,"L3",17,16,21.3,350,800,"64-bit",134
"Legacy Intel® Celeron® Processor","Desktop","G540T","End of Life",2012,32,2,2,2100,2,"SmartCache",35,32,17,650,1000,"64-bit",111
"Legacy Intel® Celeron® Processor","Mobile","573","End of Interactive Support",2006,65,1,2,1000,0.5,"L2",10,32,25.6,350,1050,"64-bit",111
"Legacy Intel® Celeron® Processor","Desktop","326","End of Interactive Support",2004,90,1,2,2530,0.25,"L2",84,32,25.6,350,1050,"64-bit",111
"Legacy Intel® Celeron® Processor","Mobile","B820","Launched",2012,32,2,2,1700,2,"Original",35,16,21.3,650,1050,"64-bit",111
"Legacy Intel® Celeron® Processor","Embedded","847E","Launched",2011,32,2,2,1100,2,"SmartCache",17,16.6,21.3,350,800,"64-bit",111
"Legacy Intel® Celeron® Processor","Desktop","G550","End of Life",2012,32,2,2,2600,2,"SmartCache",65,32,17,850,1000,"64-bit",42
"Legacy Intel® Celeron® Processor","Mobile","530","End of Interactive Support",2007,65,1,2,1730,1,"L2",27,32,25.6,350,1050,"64-bit",52
"Legacy Intel® Celeron® Processor","Mobile","370","End of Interactive Support",2004,90,1,2,1500,1,"L2",21,32,25.6,350,1050,"32-bit",52
"Legacy Intel® Celeron® Processor","Desktop","325J","End of Interactive Support",2004,90,1,2,2530,0.25,"L2",84,32,25.6,350,1050,"32-bit",52
"Legacy Intel® Celeron® Processor","Mobile","B830","Launched",2012,32,2,2,1800,2,"L3",35,16,21.3,650,1050,"64-bit",52
"Legacy Intel® Celeron® Processor","Mobile","857","Launched",2011,32,2,2,1200,2,"L3",17,16,21.3,350,1000,"64-bit",52
"Legacy Intel® Celeron® Processor","Desktop","G550T","End of Life",2012,32,2,2,2200,2,"SmartCache",35,32,17,650,1000,"64-bit",52
"Legacy Intel® Celeron® Processor","Desktop","450","End of Interactive Support",2008,65,1,2,2200,0.5,"L2",35,32,25.6,350,1050,"64-bit",52
"Legacy Intel® Celeron® Processor","Mobile","523","End of Interactive Support",2007,65,1,2,930,1,"L2",5.5,32,25.6,350,1050,"64-bit",52
"Legacy Intel® Celeron® Processor","Mobile","540","End of Interactive Support",2007,65,1,2,1860,1,"L2",30,32,25.6,350,1050,"64-bit",52
"Legacy Intel® Celeron® Processor","Mobile","423","End of Interactive Support",2006,65,1,2,1060,1,"L2",5.5,32,25.6,350,1050,"32-bit",52
"Legacy Intel® Celeron® Processor","Desktop","326","End of Interactive Support",2004,90,1,2,2530,0.25,"L2",84,32,25.6,350,1050,"64-bit",52
"Legacy Intel® Celeron® Processor","Desktop","G555","End of Life",2012,32,2,2,2700,2,"SmartCache",65,32,17,850,1000,"64-bit",52
"Legacy Intel® Celeron® Processor","Mobile","867","Launched",2012,32,2,2,1300,2,"L3",17,16,21.3,350,1000,"64-bit",86
"Legacy Intel® Celeron® Processor","Mobile","B840","Launched",2011,32,2,2,1900,2,"L3",35,16,21.3,650,1000,"64-bit",86
"Legacy Intel® Celeron® Processor","Mobile","B710","Launched",2011,32,1,1,1600,1.5,"L3",35,16,21.3,650,1000,"64-bit",52
"Legacy Intel® Celeron® Processor","Desktop","G440","End of Life",2011,32,1,1,1600,1,"SmartCache",35,32,17,650,1000,"64-bit",52
"Legacy Intel® Celeron® Processor","Desktop","E3500","End of Interactive Support",2010,45,2,4,2700,1,"SmartCache",65,32,25.6,350,1050,"64-bit",52
"Legacy Intel® Celeron® Processor","Mobile","T1700","End of Interactive Support",2008,65,2,4,1830,1,"L2",35,32,25.6,350,1050,"64-bit",37
"Legacy Intel® Celeron® Processor","Mobile","550","End of Interactive Support",2006,65,1,2,2000,1,"L2",31,32,25.6,350,1050,"64-bit",37
"Legacy Intel® Celeron® Processor","Desktop","325","End of Interactive Support",2004,90,1,2,2530,0.25,"L2",73,32,25.6,350,1050,"32-bit",37
"Legacy Intel® Celeron® Processor","Mobile","877","Launched",2012,32,2,2,1400,2,"L3",17,16,21.3,350,1000,"64-bit",37
